id,hsk_level,hanzi,pinyin,english_translation,detailed_english_translation
5094,6,血型,xuèxíng,blood type,"A blood type."
5095,6,血压,xuèyā,blood pressure,"Blood pressure."
5096,6,血液,xuèyè,blood,"Blood."
5097,6,循环,xúnhuán,cycle,"Refers to a cycle or circulation. As a verb, it can also mean to circulate."
5098,6,寻求,xúnqiú,seek,"Means to seek or look for something."
5099,6,压缩,yāsuō,compress,"Means to compress or reduce in size."
5100,6,亚军,yàjūn,runner-up,"Refers to second place in a competition."
5101,6,淹,yān,flood,"Means to flood, submerge, or drown."
5102,6,淹没,yānmò,submerge,"Means to cover over, flood, or drown out."
5103,6,严,yán,strict,"Describes something as strict, severe, or tightly controlled."
5104,6,沿海,yánhǎi,coastal,"Describes areas along the coast."
5105,6,严寒,yánhán,bitter cold,"Refers to severe cold weather."
5106,6,严禁,yánjìn,strictly forbid,"Means to strictly forbid something."
5107,6,严厉,yánlì,severe,"Describes someone or something as severe or strict."
5108,6,延期,yánqī,postpone,"Means to postpone or delay."
5109,6,炎热,yánrè,sweltering,"Describes weather as extremely hot."
5110,6,延伸,yánshēn,extend,"Means to extend or stretch outward."
5111,6,研讨,yántǎo,discuss,"Means to discuss and study something in depth."
5112,6,延续,yánxù,continue,"Means to continue, carry on, or last."
5113,6,言语,yányǔ,words,"Refers to speech, words, or verbal language."
5114,6,炎症,yánzhèng,inflammation,"Inflammation."
5115,6,眼光,yǎnguāng,judgment,"Can mean eyesight or the way someone sees and judges things."
5116,6,眼看,yǎnkàn,seeing that,"Often means seeing something happen right before your eyes, or that something will happen very soon."
5117,6,演奏,yǎnzòu,perform,"Means to perform music on an instrument."
5118,6,宴会,yànhuì,banquet,"A banquet or formal dinner gathering."
5119,6,验证,yànzhèng,verify,"Means to verify, confirm, or validate."
5120,6,仰,yǎng,look up,"Means to look up, face upward, admire, or rely on."
5121,6,痒,yǎng,itch,"Means to itch or feel itchy."
5122,6,养老,yǎnglǎo,support the elderly,"Means to care for people in old age or refers to retirement support."
5123,6,养老院,yǎnglǎoyuàn,nursing home,"A nursing home."
5124,6,氧气,yǎngqì,oxygen,"Oxygen."
5125,6,样,yàng,kind,"Can mean a kind, appearance, shape, or way something is."
5126,6,遥远,yáoyuǎn,distant,"Describes something as far away in distance or time."
5127,6,要点,yàodiǎn,key point,"A key point or main idea."
5128,6,要么,yàome,or else,"Used in patterns like 'either...or...' or to present an alternative."
5129,6,要素,yàosù,key element,"A key element or essential factor."
5130,6,野,yě,wild,"Describes something as wild, open, or uncultivated."
5131,6,也好,yěhǎo,that's fine too,"Often means 'that's fine too' or is used in patterns meaning 'whether...or...'."
5132,6,野生,yěshēng,wild,"Describes plants or animals as wild rather than domesticated."
5133,6,野外,yěwài,outdoors,"Refers to outdoor or field areas away from the city."
5134,6,业,yè,industry,"Refers to industry, occupation, or field of work."
5135,6,液体,yètǐ,liquid,"A liquid."
5136,6,依旧,yījiù,still,"Means still or as before."
5137,6,依赖,yīlài,rely on,"Means to depend on or rely on."
5138,6,一流,yīliú,first-rate,"Describes something as top-level or first-rate."
5139,6,衣食住行,yī-shí-zhù-xíng,basic necessities,"Refers to the basic needs of life such as clothing, food, housing, and transportation."
5140,6,医药,yīyào,medicine,"Refers to medicine and medical treatment or pharmaceuticals."
5141,6,一一,yīyī,one by one,"Means one by one."
5142,6,姨,yí,aunt,"Your mother's sister."
5143,6,一辈子,yíbèizi,a lifetime,"Means for a lifetime or all one's life."
5144,6,遗产,yíchǎn,inheritance,"Refers to inheritance, legacy, or heritage."
5145,6,遗传,yíchuán,inherit,"Means to inherit a trait or refers to heredity."
5146,6,一带,yídài,area,"Refers to a region or general area."
5147,6,一道,yídào,together,"Can mean together or at the same time. In some contexts, it can also refer to one line, streak, or course."
5148,6,一贯,yíguàn,consistent,"Describes something as consistent from start to finish."
5149,6,疑惑,yíhuò,doubt,"Refers to doubt, confusion, or being puzzled."
5150,6,一律,yílǜ,without exception,"Means all the same or without exception."
5151,6,移民,yímín,immigrate,"Means to immigrate or refers to immigrants."
5152,6,仪器,yíqì,instrument,"An instrument or piece of equipment."
5153,6,仪式,yíshì,ceremony,"A ceremony or formal ritual."
5154,6,一向,yíxiàng,all along,"Means all along, consistently, or always up to now."
5155,6,一系列,yíxìliè,a series of,"Means a series of related things."
5156,6,一再,yízài,repeatedly,"Means repeatedly or again and again."
5157,6,一阵,yízhèn,a burst of,"Refers to a short burst or period of something."
5158,6,遗址,yízhǐ,ruins,"Ruins or an archaeological site."
5159,6,以便,yǐbiàn,so that,"Means so that or in order to."
5160,6,以免,yǐmiǎn,so as to avoid,"Means so as to avoid something undesirable."
5161,6,以往,yǐwǎng,in the past,"Means in the past or formerly."
5162,6,异常,yìcháng,abnormal,"Describes something as abnormal or unusual."
5163,6,益处,yìchù,benefit,"A benefit or advantage."
5164,6,一帆风顺,yìfān-fēngshùn,smooth sailing,"Means everything goes smoothly without problems."
5165,6,一口气,yìkǒuqì,in one breath,"Means in one breath or all at once without stopping."
5166,6,议论,yìlùn,discuss,"Means to discuss, comment on, or talk about."
5167,6,一模一样,yìmú-yíyàng,exactly the same,"Means exactly the same."
5168,6,艺人,yìrén,performer,"A performer, entertainer, or artist."
5169,6,一身,yìshēn,all over the body,"Can mean all over the body, from head to toe, or a whole set of clothes."
5170,6,一时,yìshí,for a while,"Means for a time, temporarily, or in one moment."
5171,6,一同,yìtóng,together,"Means together or jointly."
5172,6,易于,yìyú,be easy to,"Means to be easy or likely to do something."
5173,6,抑制,yìzhì,suppress,"Means to suppress, restrain, or hold back."
5174,6,因,yīn,because of,"A formal word meaning because of or due to."
5175,6,音节,yīnjié,syllable,"A syllable."
5176,6,银,yín,silver,"Silver."
5177,6,银牌,yínpái,silver medal,"A silver medal."
5178,6,引,yǐn,lead,"Means to lead, guide, draw in, or attract."
5179,6,隐藏,yǐncáng,hide,"Means to hide or conceal."
5180,6,引导,yǐndǎo,guide,"Means to guide, lead, or direct."
5181,6,引发,yǐnfā,trigger,"Means to cause, trigger, or set off."
5182,6,引入,yǐnrù,introduce,"Means to bring in or introduce."
5183,6,隐私,yǐnsī,privacy,"Privacy or private matters."
5184,6,饮用水,yǐnyòngshuǐ,drinking water,"Water that is safe to drink."
5185,6,印,yìn,print,"Can mean a mark, stamp, or to print something."
5186,6,婴儿,yīng’ér,infant,"An infant or baby."
5187,6,英雄,yīngxióng,hero,"A hero."
5188,6,影子,yǐngzi,shadow,"A shadow."
5189,6,拥挤,yōngjǐ,crowded,"Describes a place as crowded or congested."
5190,6,涌现,yǒngxiàn,emerge in large numbers,"Means to appear or emerge in large numbers."
5191,6,勇于,yǒngyú,dare to,"Means to be brave enough to do something."
5192,6,用餐,yòngcān,eat a meal,"A formal expression meaning to eat a meal."
5193,6,用处,yòngchù,use,"Refers to usefulness or practical use."
5194,6,用功,yònggōng,study hard,"Means to work hard, especially in study."
5195,6,用人,yòngrén,employ people,"Means to use or employ people for work."
5196,6,用心,yòngxīn,put one's heart into,"Means to do something with care and attention. It can also refer to someone's intention."
5197,6,优化,yōuhuà,optimize,"Means to optimize or improve something."
5198,6,优先,yōuxiān,priority,"Refers to having priority or coming first."
5199,6,优异,yōuyì,outstanding,"Describes something as exceptionally good."
5200,6,由来,yóulái,origin,"Refers to the origin or source of something."
5201,6,游人,yóurén,visitor,"A visitor or tourist."
5202,6,犹如,yóurú,be like,"Means to be like or seem just like."
5203,6,有机,yǒujī,organic,"Describes something as organic."
5204,6,有劲,yǒujìn,energetic,"Describes someone or something as energetic, lively, or forceful."
5205,6,有序,yǒuxù,orderly,"Describes things as orderly and arranged in proper order."
5206,6,于,yú,in,"A formal preposition often meaning in, at, to, from, or with regard to."
5207,6,余额,yú’é,balance,"Refers to the remaining balance in an account or after payment."
5208,6,与其,yǔqí,rather than,"Used in patterns meaning 'rather than' or 'instead of.'"
5209,6,羽绒服,yǔróngfú,down jacket,"A jacket filled with down for warmth."
5210,6,预定,yùdìng,book in advance,"Means to reserve or book something ahead of time."
5211,6,预料,yùliào,expect,"Means to expect or anticipate something."
5212,6,预期,yùqī,expect,"Means to expect or anticipate. It can also refer to an expected result."
5213,6,浴室,yùshì,bathroom,"A bathroom or shower room."
5214,6,欲望,yùwàng,desire,"Desire or craving."
5215,6,原本,yuánběn,originally,"Means originally or as it was at first."
5216,6,原材料,yuáncáiliào,raw materials,"Unprocessed materials used to make something."
5217,6,原理,yuánlǐ,principle,"A principle or underlying theory."
5218,6,原料,yuánliào,raw material,"A raw material."
5219,6,园林,yuánlín,garden landscape,"Refers to landscaped gardens or garden design."
5220,6,圆满,yuánmǎn,satisfactory,"Describes something as complete and satisfying, with nothing left lacking."
5221,6,原始,yuánshǐ,primitive,"Describes something as original, primitive, or in its earliest state."
5222,6,元素,yuánsù,element,"An element or basic component."
5223,6,原先,yuánxiān,originally,"Means originally or before things changed."
5224,6,元宵,yuánxiāo,tangyuan,"Refers to the Lantern Festival or the glutinous rice balls traditionally eaten then."
5225,6,源于,yuányú,originate from,"Means to come from or originate in."
5226,6,远程,yuǎnchéng,remote,"Describes something as remote or long-distance."
5227,6,远方,yuǎnfāng,faraway place,"A distant place or far away."
5228,6,约束,yuēshù,restrain,"Means to restrain, limit, or place constraints on something."
5229,6,月光,yuèguāng,moonlight,"Moonlight."
5230,6,乐器,yuèqì,musical instrument,"A musical instrument."
5231,6,月球,yuèqiú,the moon,"The moon."
5232,6,乐曲,yuèqǔ,musical piece,"A piece of music."
5233,6,晕,yūn,feel dizzy,"Means to feel faint, dizzy, or lightheaded."
5234,6,晕车,yùnchē,get carsick,"Means to get motion sickness, especially in a vehicle."
5235,6,运送,yùnsòng,transport,"Means to transport or carry goods or people."
5236,6,运行,yùnxíng,operate,"Means to run, operate, or be in operation."
5237,6,运营,yùnyíng,operate,"Means to run and manage a business or service."
5238,6,杂,zá,mixed,"Describes things as mixed, miscellaneous, or varied."
5239,6,灾,zāi,disaster,"A disaster or misfortune."
5240,6,灾害,zāihài,disaster,"A disaster or natural calamity."
5241,6,灾难,zāinàn,catastrophe,"Refers to a serious disaster or catastrophe."
5242,6,灾区,zāiqū,disaster area,"An area affected by disaster."
5243,6,再三,zàisān,repeatedly,"Means repeatedly or again and again."
5244,6,再生,zàishēng,regenerate,"Means to regenerate, revive, or be reborn."
5245,6,在意,zàiyì,mind,"Means to mind, care about, or take something to heart."
5246,6,赞赏,zànshǎng,admire,"Means to admire or praise."
5247,6,赞同,zàntóng,approve,"Means to approve of or agree with."
5248,6,遭到,zāodào,suffer,"Means to suffer or meet with something, often something bad."
5249,6,遭受,zāoshòu,suffer,"Means to suffer or endure loss, pain, or misfortune."
5250,6,遭遇,zāoyù,encounter,"Means to encounter or meet with something, often difficult or unfortunate."
5251,6,噪声,zàoshēng,noise,"Noise, especially unwanted sound."
5252,6,造型,zàoxíng,styling,"Refers to styling, appearance, or shaping a form."
5253,6,则,zé,then,"A formal word often meaning then, in that case, or by contrast."
5254,6,扎,zhā,stick into,"Means to tie up, prick, or stick something into another thing."
5255,6,炸,zhà,explode,"Means to explode or burst."
5256,6,粘,zhān,stick to,"Means to stick, adhere, or glue to something."
5257,6,粘贴,zhāntiē,paste,"Means to stick or paste something onto a surface."
5258,6,崭新,zhǎnxīn,brand new,"Describes something as completely new."
5259,6,占比,zhànbǐ,percentage share,"Refers to the share or percentage a part takes in the whole."
5260,6,战斗,zhàndòu,fight,"Means to fight or engage in battle."
5261,6,占据,zhànjù,occupy,"Means to occupy or take up a place or position."
5262,6,战胜,zhànshèng,defeat,"Means to defeat or overcome."
5263,6,占有,zhànyǒu,possess,"Means to possess, occupy, or have control over."
5264,6,战争,zhànzhēng,war,"War."
5265,6,章,zhāng,chapter,"Often refers to a chapter, section, or formal article of a document."
5266,6,长辈,zhǎngbèi,elder,"An older family member or elder."
5267,6,障碍,zhàng’ài,obstacle,"An obstacle, barrier, or hindrance."
5268,6,账单,zhàngdān,bill,"A bill or statement of charges."
5269,6,招,zhāo,move,"Can mean a move, trick, or tactic. As a verb, it can also mean to recruit or attract."
5270,6,招待,zhāodài,entertain,"Means to entertain or receive guests."
5271,6,招生,zhāoshēng,recruit students,"Means to enroll or recruit new students."
5272,6,招手,zhāoshǒu,wave,"Means to wave or beckon with the hand."
